response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"628C2454C8C66010DD87391D";"GroupC";"GroupC_BO";0;"";09/03/2023 19:31:38;09/03/2023 19:33:48;"33";2;3;5;"3";2;2;1;6;;5;5;5
