response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";0;"";09/02/2023 16:57:06;09/02/2023 16:59:19;"34";2;4;3;"8";1;3;1;4;6;;4;4;5
