Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;18.29440212249756;597FE89A1B41A20001749F57;GroupB;GroupB_No
2;68.17375993728638;597FE89A1B41A20001749F57;GroupB;GroupB_No
3;41.5774405002594;597FE89A1B41A20001749F57;GroupB;GroupB_No
4;99.12629175186157;597FE89A1B41A20001749F57;GroupB;GroupB_No
5;81.66456818580627;597FE89A1B41A20001749F57;GroupB;GroupB_No
6;251.75337934494019;597FE89A1B41A20001749F57;GroupB;GroupB_No
7;71.95241022109985;597FE89A1B41A20001749F57;GroupB;GroupB_No
8;56.041144371032715;597FE89A1B41A20001749F57;GroupB;GroupB_No
9;46.580190658569336;597FE89A1B41A20001749F57;GroupB;GroupB_No
10;44.84133434295654;597FE89A1B41A20001749F57;GroupB;GroupB_No
