Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;9.911506652832031;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
2;18.40931510925293;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
3;17.95275092124939;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
4;16.52030897140503;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
5;16.163382291793823;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
6;16.79877734184265;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
7;12.273491144180298;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
8;13.247235536575317;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
9;12.924133062362671;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
10;14.575670719146729;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
1;77.72764539718628;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
1;80.85902142524719;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
1;141.69467163085938;5E8F519FECA0A0229E496796;GroupA;GroupA_BO
