UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
615C5D5D1768E12BBA80F289;1;GroupA;GroupA_BO;0.25;0.432;0.452;0.25;0.675;0.362;0.75;0.107;0.25;0.413;0.75;0.296;0.25;0.476;0.343;0.25
615C5D5D1768E12BBA80F289;2;GroupA;GroupA_BO;0.25;0.637;0.464;0.25;0.884;0.234;0.25;0.17;0.25;0.927;0.75;0.578;0.25;0.665;0.532;0.25
615C5D5D1768E12BBA80F289;3;GroupA;GroupA_BO;0.25;0.728;0.363;0.75;0.251;0.321;0.25;0.198;0.25;0.78;0.75;0.912;0.25;0.429;0.237;0.75
615C5D5D1768E12BBA80F289;4;GroupA;GroupA_BO;0.75;0.388;0.534;0.75;0.322;0.148;0.75;0.188;0.75;0.568;0.25;0.573;0.25;0.806;0.572;0.75
615C5D5D1768E12BBA80F289;5;GroupA;GroupA_BO;0.75;0.296;0.516;0.75;0.484;0.509;0.75;0.103;0.25;0.486;0.25;0.614;0.25;0.759;0.766;0.75
615C5D5D1768E12BBA80F289;6;GroupA;GroupA_BO;0.75;0.345;0.553;0.75;0.295;0.124;0.75;0.187;0.75;0.515;0.25;0.53;0.75;0.845;0.599;0.75
615C5D5D1768E12BBA80F289;7;GroupA;GroupA_BO;0.75;0.321;0.548;0.75;0.323;0.112;0.25;0.192;0.75;0.455;0.25;0.518;0.75;0.851;0.605;0.75
615C5D5D1768E12BBA80F289;8;GroupA;GroupA_BO;0.75;0.327;0.568;0.75;0.26;0.114;0.75;0.181;0.75;0.551;0.25;0.505;0.75;0.869;0.616;0.75
615C5D5D1768E12BBA80F289;9;GroupA;GroupA_BO;0.75;0.362;0.582;0.75;0.211;0.134;0.75;0.186;0.75;0.482;0.25;0.532;0.75;0.859;0.604;0.75
615C5D5D1768E12BBA80F289;10;GroupA;GroupA_BO;0.75;0.35;0.578;0.75;0.169;0.126;0.75;0.18;0.75;0.428;0.25;0.528;0.75;0.847;0.6;0.75
615C5D5D1768E12BBA80F289;11;GroupA;GroupA_BO;0.75;0.392;0.6;0.75;0.174;0.15;0.75;0.181;0.75;0.409;0.25;0.545;0.75;0.872;0.607;0.75
615C5D5D1768E12BBA80F289;12;GroupA;GroupA_BO;0.75;0.369;0.584;0.75;0.228;0.138;0.75;0.177;0.75;0.39;0.25;0.523;0.75;0.862;0.607;0.75
615C5D5D1768E12BBA80F289;13;GroupA;GroupA_BO;0.75;0.362;0.58;0.75;0.244;0.126;0.75;0.175;0.75;0.375;0.25;0.562;0.75;0.86;0.598;0.75
615C5D5D1768E12BBA80F289;14;GroupA;GroupA_BO;0.75;0.347;0.584;0.75;0.242;0.11;0.75;0.177;0.75;0.38;0.25;0.568;0.75;0.857;0.603;0.75
615C5D5D1768E12BBA80F289;15;GroupA;GroupA_BO;0.75;0.342;0.578;0.75;0.273;0.1;0.75;0.181;0.75;0.352;0.25;0.558;0.75;0.853;0.603;0.75
615C5D5D1768E12BBA80F289;17;GroupA;GroupA_BO;0.75;0.387;0.37;0.75;0.211;0.137;0.75;0.119;0.75;0.448;0.25;0.567;0.75;0.832;0.548;0.75
615C5D5D1768E12BBA80F289;2;GroupA;GroupA_BO;0.75;0.382;0.389;0.75;0.214;0.141;0.75;0.12;0.75;0.448;0.25;0.564;0.75;0.829;0.546;0.75
615C5D5D1768E12BBA80F289;2;GroupA;GroupA_BO;0.75;0.404;0.402;0.75;0.235;0.16;0.75;0.117;0.75;0.363;0.25;0.578;0.75;0.86;0.557;0.75
