GroupA_BO;GroupA_No;GroupB_BO;GroupB_No;GroupC_BO;GroupC_No;GroupD_No;GroupE_BO;GroupE_No;GroupF_BO;GroupF_No
99;99;99;99;99;99;99;12;11;99;99
