Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;7.580462217330933;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
2;12.974550008773804;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
3;9.169526100158691;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
4;10.285085201263428;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
5;12.154232025146484;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
6;21.912353515625;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
7;11.812896013259888;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
8;16.868899822235107;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
9;16.907247066497803;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
10;32.63797044754028;5D7FD2A5987F70001602D95B;GroupE;GroupE_No
