response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5D5F31230FC94A001C632B69";"GroupC";"GroupC_No";0;"";09/05/2023 17:30:13;09/05/2023 17:30:33;"28";1;4;3;"10";2;1;1;6;;3;4;5
