response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5A348EA750833C0001EE9550";"GroupC";"GroupC_No";0;"";09/03/2023 20:03:36;09/03/2023 20:04:02;"35";1;4;3;"18";1;5;2;6;;1;1;1
