response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"630B78DF7445F304DFB7D50C";"GroupF";"GroupF_No";0;"";09/06/2023 12:49:02;09/06/2023 12:49:42;"43";2;4;3;"21";1;5;2;3;4;5;6;;5;5;5
