Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;40.64641714096069;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
2;59.343266010284424;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
3;54.12520456314087;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
4;55.53735542297363;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
5;49.25761914253235;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
6;55.01322650909424;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
7;66.77265882492065;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
8;56.19079923629761;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
9;97.5780382156372;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
10;79.15814995765686;60E5CB4CA01A593FCE9A379D;GroupA;GroupA_No
