Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;180.3792884349823;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
2;205.65553092956543;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
3;236.92544269561768;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
4;283.4297013282776;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
5;274.9679446220398;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
6;273.45099353790283;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
7;234.8069202899933;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
8;199.61779975891113;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
9;234.28552317619324;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
10;238.63406825065613;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
1;190.00418972969055;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
1;264.7779176235199;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
1;1288.097383737564;5E6387B1B7D70B10675E3A26;GroupA;GroupA_BO
