response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5694E7B5E0C800000B5A3841";"GroupC";"GroupC_BO";0;"";09/03/2023 21:53:31;09/03/2023 21:55:17;"50";2;3;3;"34";1;3;6;;4;4;4
