response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"614E6F4F00A9E94B123316D3";"GroupB";"GroupB_No";0;"";09/03/2023 19:57:32;09/03/2023 19:59:11;"40";2;4;3;"24";1;3;6;;4;4;4
