response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;Trust_1;Trust_2;Understanding_1;Understanding_2;Understanding_3;Understanding_4;MentalLoad_1;PerceivedSafety_1;PerceivedSafety_2;PerceivedSafety_3;PerceivedSafety_4;Aesthetics_1;Acceptance_1;AttentionCheck_1;Acceptance_2;TextInput_1
3;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;1;exploration;09/04/2023 19:36:16;09/04/2023 19:41:23;4;3;4;4;3;4;15;1;1;3;2;4;5;;4;N/A
4;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;2;exploration;09/04/2023 19:44:43;09/04/2023 19:47:14;4;3;3;4;3;4;10;2;2;3;2;4;3;;3;N/A
5;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;3;exploration;09/04/2023 19:50:29;09/04/2023 19:55:48;2;3;3;2;2;2;10;-1;-1;0;-2;3;3;1;3;N/A
6;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;4;exploration;09/04/2023 19:58:46;09/04/2023 20:02:40;2;2;2;2;2;2;13;-2;-2;0;-2;3;3;;3;The colors and symbols were easier to detect.
7;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;5;exploration;09/04/2023 20:05:34;09/04/2023 20:12:07;2;2;3;2;2;2;13;-2;-2;-1;0;3;3;;3;Symbols and colors were not as easy to follow 
8;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;6;exploitation;09/04/2023 20:16:10;09/04/2023 20:20:37;2;2;3;2;3;2;13;-2;-2;1;0;3;3;;3;Images and colors stood out more 
9;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;7;exploitation;09/04/2023 20:24:17;09/04/2023 20:28:13;4;2;3;3;3;2;10;1;-2;0;1;5;6;1;3;N/A
10;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;8;exploitation;09/04/2023 20:31:18;09/04/2023 20:34:21;4;3;3;3;3;3;10;1;-2;1;1;5;6;;6;N/A
11;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;9;exploitation;09/04/2023 20:37:51;09/04/2023 20:40:43;4;3;3;3;3;3;8;1;1;1;1;5;6;;6;N/A
12;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;10;exploitation;09/04/2023 20:43:54;09/04/2023 20:46:03;4;3;3;4;4;3;8;2;1;1;1;6;6;;6;N/A
13;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;11;exploitation;09/04/2023 20:49:20;09/04/2023 20:52:54;4;4;4;4;4;4;5;2;1;1;2;6;6;1;6;N/A
14;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;12;exploitation;09/04/2023 20:56:25;09/04/2023 20:58:42;4;4;4;4;4;4;5;3;2;2;2;6;7;;6;N/A
15;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;13;exploitation;09/04/2023 21:01:57;09/04/2023 21:04:56;4;4;4;4;4;4;5;3;2;2;2;6;7;;7;N/A
16;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;14;exploitation;09/04/2023 21:08:15;09/04/2023 21:12:47;5;5;5;5;5;5;5;3;3;3;3;7;7;;7;N/A
17;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;15;exploitation;09/04/2023 21:19:32;09/04/2023 21:21:56;5;5;5;5;5;5;5;3;3;3;3;7;7;;7;N/A
18;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;1;;09/04/2023 21:37:55;09/04/2023 21:42:19;5;5;5;5;5;5;5;3;3;3;3;7;7;1;7;The last one was quite a bit longer - suprisingly
20;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;2;;09/10/2023 17:38:42;09/10/2023 17:45:44;5;5;5;5;5;5;5;3;3;3;3;7;7;;7;N/A
22;64D5C0616DEAF5E19F194F0B;GroupA;GroupA_BO;3;;09/11/2023 19:38:05;09/11/2023 19:39:36;5;5;5;5;5;5;4;3;3;3;3;7;7;;7;N/A
