Hypervolume;Run;UserID;GroupID;LongitudinalID
4158.0;0;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
4158.0;1;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
4158.65771484375;2;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
4160.77783203125;3;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
4162.16650390625;4;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
4170.962890625;5;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
4184.66650390625;6;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
4187.33349609375;7;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
4187.33349609375;8;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
4189.33349609375;9;607DB957E9D570C7C2657B8D;GroupE;GroupE_No
