Group ID; User ID; Iteration; X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
64F099C25C767CDE5F8FAA46;GroupF;1;210;584;0.1317011;0.6493614;0.1317011;0.6493614;440.4;0.2282121;False;09/05/2023 13:10:17:719;1693941017719;;
64F099C25C767CDE5F8FAA46;GroupF;1;252;590;0.1579743;0.6558943;0.2167639;0.699644;440.0;0.2074823;False;09/05/2023 13:10:17:892;1693941017892;;
64F099C25C767CDE5F8FAA46;GroupF;1;254;603;0.1590734;0.6704782;0.1844539;0.7446712;444.8;0.1888475;False;09/05/2023 13:10:18:51;1693941018051;;
64F099C25C767CDE5F8FAA46;GroupF;1;252;605;0.1575819;0.6732848;0.1491925;0.7263128;447.5;0.1901244;False;09/05/2023 13:10:18:258;1693941018258;;
64F099C25C767CDE5F8FAA46;GroupF;1;250;603;0.1564357;0.6701832;0.1443094;0.6537302;451.5;0.197372;False;09/05/2023 13:10:18:421;1693941018421;;
64F099C25C767CDE5F8FAA46;GroupF;1;247;603;0.1549774;0.6703537;0.1374865;0.6758606;456.5;0.2022856;False;09/05/2023 13:10:18:590;1693941018590;;
64F099C25C767CDE5F8FAA46;GroupF;1;247;610;0.1548574;0.6781327;0.150567;0.7317417;461.8;0.2017443;False;09/05/2023 13:10:18:749;1693941018749;;
64F099C25C767CDE5F8FAA46;GroupF;1;248;621;0.1550525;0.6906778;0.1585956;0.7652274;464.6;0.2053243;False;09/05/2023 13:10:18:910;1693941018910;;
64F099C25C767CDE5F8FAA46;GroupF;1;248;621;0.1550483;0.6907675;0.1536719;0.7355548;466.5;0.2003028;False;09/05/2023 13:10:19:68;1693941019068;;
64F099C25C767CDE5F8FAA46;GroupF;1;248;626;0.1552432;0.6957383;0.1605293;0.7617368;466.6;0.2050015;False;09/05/2023 13:10:19:231;1693941019231;;
64F099C25C767CDE5F8FAA46;GroupF;1;293;591;0.1833463;0.6573967;0.2452312;0.5793111;466.7;0.2096194;False;09/05/2023 13:10:19:397;1693941019397;;
64F099C25C767CDE5F8FAA46;GroupF;1;293;604;0.1834566;0.6721518;0.2011317;0.7376893;463.9;0.2135185;False;09/05/2023 13:10:19:574;1693941019574;;
64F099C25C767CDE5F8FAA46;GroupF;1;596;605;0.373098;0.672697;0.4995185;0.6824536;466.9;0.166942;False;09/05/2023 13:10:19:733;1693941019733;;
64F099C25C767CDE5F8FAA46;GroupF;1;720;605;0.4505934;0.6725066;0.5342426;0.6695771;464.5;0.1792144;False;09/05/2023 13:10:19:893;1693941019893;;
64F099C25C767CDE5F8FAA46;GroupF;1;862;590;0.5393212;0.6558977;0.6327813;0.5905889;461.3;0.1786834;False;09/05/2023 13:10:20:50;1693941020050;;
64F099C25C767CDE5F8FAA46;GroupF;1;849;482;0.5310314;0.5361895;0.4936879;0.375758;456.3;0.1955735;False;09/05/2023 13:10:20:213;1693941020213;;
64F099C25C767CDE5F8FAA46;GroupF;1;734;501;0.4591585;0.5573856;0.3642117;0.6214027;453.1;0.1895115;False;09/05/2023 13:10:20:371;1693941020371;;
64F099C25C767CDE5F8FAA46;GroupF;1;984;502;0.6152223;0.5588762;0.7238326;0.5835285;448.9;0.1995788;False;09/05/2023 13:10:20:533;1693941020533;Box Collider29 hit: (Untagged/Parking Mesh 1) | Box Collider331 hit: (Untagged/Parking Mesh 1);
64F099C25C767CDE5F8FAA46;GroupF;1;1016;503;0.6352196;0.5595609;0.6774331;0.5831354;444.8;0.2004139;False;09/05/2023 13:10:20:690;1693941020690;Box Collider29 hit: (Untagged/Parking Mesh 1) | Box Collider331 hit: (Untagged/Parking Mesh 1);
64F099C25C767CDE5F8FAA46;GroupF;1;1048;481;0.6555181;0.5351437;0.7073375;0.4614811;446.1;0.1270432;True;09/05/2023 13:10:20:849;1693941020849;Box Collider29 hit: (Untagged/prefab_Pot_2 (2)) | Box Collider331 hit: (Untagged/prefab_Pot_2 (2));
64F099C25C767CDE5F8FAA46;GroupF;1;977;501;0.6107125;0.5574628;0.5421451;0.6281467;445.0;0.1641425;False;09/05/2023 13:10:21:17;1693941021017;Box Collider29 hit: (Untagged/Parking Mesh 1) | Box Collider331 hit: (Untagged/Parking Mesh 1);
64F099C25C767CDE5F8FAA46;GroupF;1;780;503;0.4876398;0.5593204;0.3786828;0.5939723;443.2;0.17989;False;09/05/2023 13:10:21:175;1693941021175;;
64F099C25C767CDE5F8FAA46;GroupF;1;726;503;0.4540053;0.5591646;0.3893566;0.5572033;442.4;0.1813698;False;09/05/2023 13:10:21:338;1693941021338;;
64F099C25C767CDE5F8FAA46;GroupF;1;702;510;0.4393612;0.5670702;0.3858067;0.6215566;440.1;0.1947754;False;09/05/2023 13:10:21:499;1693941021499;;
64F099C25C767CDE5F8FAA46;GroupF;1;674;492;0.4216671;0.5468608;0.3577845;0.4835654;437.0;0.1987676;False;09/05/2023 13:10:21:657;1693941021657;;
