Group ID; User ID; Iteration; X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
63E55908254A436361A6787B;GroupB;4;1119;980;0.4374162;0.6809567;0.4374162;0.6809567;757.8;0.1567149;False;09/05/2023 13:20:20:774;1693945220774;;
63E55908254A436361A6787B;GroupB;4;1120;989;0.4376074;0.6874512;0.4468716;0.7572082;757.8;0.1569899;False;09/05/2023 13:20:20:799;1693945220799;;
63E55908254A436361A6787B;GroupB;4;1017;976;0.397485;0.6782483;0.2879762;0.6024859;757.8;0.157548;False;09/05/2023 13:20:20:827;1693945220827;;
63E55908254A436361A6787B;GroupB;4;1022;976;0.3993039;0.6782593;0.4374162;0.6809567;757.8;0.1567149;False;09/05/2023 13:20:20:852;1693945220852;;
63E55908254A436361A6787B;GroupB;4;998;977;0.3900661;0.6787323;0.3385652;0.6978458;757.8;0.1572118;False;09/05/2023 13:20:20:879;1693945220879;;
63E55908254A436361A6787B;GroupB;4;1006;977;0.3930701;0.6787328;0.4374162;0.6809567;757.8;0.1567149;False;09/05/2023 13:20:20:904;1693945220904;;
63E55908254A436361A6787B;GroupB;4;979;979;0.3826292;0.6804189;0.3324366;0.7144929;752.4;0.1648475;False;09/05/2023 13:20:20:935;1693945220935;;
63E55908254A436361A6787B;GroupB;4;975;982;0.3812095;0.6826146;0.3631907;0.7266659;747.5;0.1652292;False;09/05/2023 13:20:20:960;1693945220960;;
63E55908254A436361A6787B;GroupB;4;973;985;0.380116;0.6843447;0.3631907;0.7266659;743.2;0.1652292;False;09/05/2023 13:20:20:984;1693945220984;;
63E55908254A436361A6787B;GroupB;4;952;968;0.3722512;0.6724584;0.3195346;0.5837349;739.2;0.1657343;False;09/05/2023 13:20:21:8;1693945221008;;
63E55908254A436361A6787B;GroupB;4;952;972;0.3719297;0.675172;0.3631907;0.7266659;735.7;0.165229;False;09/05/2023 13:20:21:32;1693945221032;;
63E55908254A436361A6787B;GroupB;4;951;975;0.3716371;0.6776059;0.3631906;0.7266659;732.5;0.1652288;False;09/05/2023 13:20:21:58;1693945221058;;
63E55908254A436361A6787B;GroupB;4;950;978;0.3714011;0.6795447;0.3631905;0.7266657;729.7;0.1652289;False;09/05/2023 13:20:21:82;1693945221082;;
63E55908254A436361A6787B;GroupB;4;950;980;0.3712075;0.6811193;0.3631907;0.7266659;727.1;0.1652291;False;09/05/2023 13:20:21:106;1693945221106;;
63E55908254A436361A6787B;GroupB;4;948;981;0.3706639;0.6814313;0.3576817;0.7086643;722.5;0.1730461;False;09/05/2023 13:20:21:138;1693945221138;;
63E55908254A436361A6787B;GroupB;4;947;981;0.3702901;0.6816508;0.357681;0.7086639;718.4;0.1730462;False;09/05/2023 13:20:21:165;1693945221165;;
63E55908254A436361A6787B;GroupB;4;947;981;0.369998;0.6818257;0.3576814;0.7086642;714.8;0.1730459;False;09/05/2023 13:20:21:188;1693945221188;;
63E55908254A436361A6787B;GroupB;4;946;982;0.3697389;0.6819836;0.3576815;0.7086641;711.4;0.1730461;False;09/05/2023 13:20:21:215;1693945221215;;
63E55908254A436361A6787B;GroupB;4;945;982;0.369523;0.6821174;0.3576815;0.7086642;708.4;0.173046;False;09/05/2023 13:20:21:240;1693945221240;;
63E55908254A436361A6787B;GroupB;4;943;975;0.3685206;0.6772543;0.3451267;0.6265997;705.7;0.1738534;False;09/05/2023 13:20:21:264;1693945221264;;
63E55908254A436361A6787B;GroupB;4;943;975;0.3684185;0.6777667;0.3576813;0.7086642;703.3;0.1730464;False;09/05/2023 13:20:21:288;1693945221288;;
63E55908254A436361A6787B;GroupB;4;942;976;0.3683266;0.6782245;0.3576823;0.7086645;701.1;0.1730458;False;09/05/2023 13:20:21:312;1693945221312;;
63E55908254A436361A6787B;GroupB;4;955;980;0.3732646;0.6812244;0.4113845;0.735908;693.8;0.1798382;False;09/05/2023 13:20:21:342;1693945221342;;
63E55908254A436361A6787B;GroupB;4;963;983;0.3763553;0.6831946;0.411385;0.7359081;687.2;0.1798385;False;09/05/2023 13:20:21:366;1693945221366;;
63E55908254A436361A6787B;GroupB;4;970;986;0.3790886;0.6850196;0.411385;0.7359081;681.2;0.1798384;False;09/05/2023 13:20:21:393;1693945221393;;
63E55908254A436361A6787B;GroupB;4;975;988;0.3812498;0.6865212;0.4113851;0.7359081;675.9;0.1798383;False;09/05/2023 13:20:21:419;1693945221419;;
63E55908254A436361A6787B;GroupB;4;980;990;0.3829121;0.6877147;0.411385;0.7359081;671.0;0.1798385;False;09/05/2023 13:20:21:443;1693945221443;;
63E55908254A436361A6787B;GroupB;4;983;991;0.3841864;0.6886542;0.4113846;0.7359079;666.7;0.1798381;False;09/05/2023 13:20:21:466;1693945221466;;
63E55908254A436361A6787B;GroupB;4;986;992;0.3853703;0.6895502;0.4113846;0.735908;662.8;0.1798383;False;09/05/2023 13:20:21:491;1693945221491;;
63E55908254A436361A6787B;GroupB;4;981;993;0.3833034;0.689788;0.3548913;0.699529;659.3;0.1801009;False;09/05/2023 13:20:21:512;1693945221512;;
63E55908254A436361A6787B;GroupB;4;984;999;0.3845727;0.6937734;0.409063;0.7606715;657.1;0.1802718;False;09/05/2023 13:20:21:543;1693945221543;;
63E55908254A436361A6787B;GroupB;4;986;1002;0.3854159;0.6964071;0.4090639;0.7606719;655.1;0.1802712;False;09/05/2023 13:20:21:567;1693945221567;;
63E55908254A436361A6787B;GroupB;4;988;1005;0.3861019;0.6985408;0.4090622;0.7606714;653.3;0.180272;False;09/05/2023 13:20:21:590;1693945221590;;
63E55908254A436361A6787B;GroupB;4;990;1008;0.3867272;0.7004776;0.409063;0.7606716;651.7;0.1802717;False;09/05/2023 13:20:21:615;1693945221615;;
63E55908254A436361A6787B;GroupB;4;991;1011;0.3872484;0.7020862;0.4090623;0.7606713;650.2;0.1802718;False;09/05/2023 13:20:21:640;1693945221640;;
63E55908254A436361A6787B;GroupB;4;980;1006;0.382838;0.6990797;0.3439561;0.6648173;648.9;0.1815072;False;09/05/2023 13:20:21:663;1693945221663;;
63E55908254A436361A6787B;GroupB;4;982;1009;0.3837069;0.7010992;0.4090652;0.7606723;647.7;0.1802704;False;09/05/2023 13:20:21:686;1693945221686;;
63E55908254A436361A6787B;GroupB;4;984;1012;0.3844327;0.7027873;0.4090625;0.7606714;646.7;0.1802718;False;09/05/2023 13:20:21:709;1693945221709;;
63E55908254A436361A6787B;GroupB;4;985;1015;0.384945;0.705521;0.4061437;0.7691688;646.2;0.1778774;False;09/05/2023 13:20:21:739;1693945221739;;
63E55908254A436361A6787B;GroupB;4;986;1018;0.3852932;0.707355;0.4061434;0.7691686;645.8;0.1778775;False;09/05/2023 13:20:21:762;1693945221762;;
63E55908254A436361A6787B;GroupB;4;987;1020;0.3855893;0.7088971;0.4061431;0.7691686;645.5;0.1778777;False;09/05/2023 13:20:21:784;1693945221784;;
63E55908254A436361A6787B;GroupB;4;982;1019;0.3836261;0.7078285;0.3593355;0.6913882;645.2;0.1785328;False;09/05/2023 13:20:21:806;1693945221806;;
63E55908254A436361A6787B;GroupB;4;983;1022;0.3841639;0.7097829;0.4061438;0.7691688;644.9;0.1778774;False;09/05/2023 13:20:21:831;1693945221831;;
