Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;1.7899818420410156;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
2;5.50117301940918;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
3;4.4777867794036865;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
4;10.251884460449219;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
5;4.569979429244995;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
6;4.524054050445557;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
7;5.601729154586792;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
8;5.248461961746216;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
9;5.019829750061035;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
10;4.527839183807373;5F8CBC5C355EA745E6CEF2CA;GroupB;GroupB_No
