response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"6347840193026D2B89955A51A";"GroupF";"GroupF_BO";0;"";09/03/2023 22:38:06;09/03/2023 22:39:25;"55";2;4;3;"39";1;3;3;4;;5;4;4
