UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5DBE5D44AAB19F35C5459B57;1;GroupA;GroupA_No;0.25;0.432;0.452;0.25;0.675;0.362;0.75;0.107;0.25;0.413;0.75;0.296;0.25;0.476;0.343;0.25
5DBE5D44AAB19F35C5459B57;2;GroupA;GroupA_No;0.25;0.637;0.464;0.25;0.884;0.234;0.25;0.17;0.25;0.927;0.75;0.578;0.25;0.665;0.532;0.25
5DBE5D44AAB19F35C5459B57;3;GroupA;GroupA_No;0.25;0.728;0.363;0.75;0.251;0.321;0.25;0.198;0.25;0.78;0.75;0.912;0.25;0.429;0.237;0.75
5DBE5D44AAB19F35C5459B57;4;GroupA;GroupA_No;0.75;0.388;0.534;0.75;0.322;0.148;0.75;0.188;0.75;0.568;0.25;0.573;0.25;0.806;0.572;0.75
5DBE5D44AAB19F35C5459B57;5;GroupA;GroupA_No;0.75;0.296;0.516;0.75;0.484;0.509;0.75;0.103;0.25;0.486;0.25;0.614;0.25;0.759;0.766;0.75
5DBE5D44AAB19F35C5459B57;6;GroupA;GroupA_No;0.75;0.29;0.509;0.75;0.54;0.573;0.75;0.1;0.25;0.485;0.25;0.624;0.25;0.741;0.8;0.75
5DBE5D44AAB19F35C5459B57;7;GroupA;GroupA_No;0.75;0.267;0.499;0.75;0.587;0.48;0.75;0.1;0.25;0.472;0.25;0.642;0.25;0.713;0.8;0.25
5DBE5D44AAB19F35C5459B57;8;GroupA;GroupA_No;0.75;0.249;0.494;0.75;0.446;0.584;0.75;0.1;0.25;0.459;0.25;0.652;0.25;0.703;0.8;0.25
5DBE5D44AAB19F35C5459B57;9;GroupA;GroupA_No;0.75;0.233;0.49;0.75;0.404;0.482;0.75;0.1;0.25;0.446;0.25;0.661;0.25;0.7;0.8;0.25
5DBE5D44AAB19F35C5459B57;10;GroupA;GroupA_No;0.75;0.233;0.49;0.75;0.404;0.482;0.75;0.1;0.25;0.446;0.25;0.661;0.25;0.7;0.8;0.25
5DBE5D44AAB19F35C5459B57;1;GroupA;GroupA_No;0.75;0.233;0.49;0.75;0.404;0.482;0.75;0.1;0.25;0.446;0.25;0.661;0.25;0.7;0.8;0.25
5DBE5D44AAB19F35C5459B57;1;GroupA;GroupA_No;0.75;0.233;0.49;0.75;0.404;0.482;0.75;0.1;0.25;0.446;0.25;0.661;0.25;0.7;0.8;0.25
