response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5A063C2D844C7A00015E477D";"GroupC";"GroupC_No";0;"";09/02/2023 17:42:29;09/02/2023 17:43:51;"34";2;3;3;"9";6;2;2;5;6;;4;3;3
