response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";1;"exploration";09/03/2023 20:57:00;09/03/2023 20:57:41;4;4;5;4;4;3;8;1;1;1;0;5;6;;6;"N/A"
4;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";2;"exploration";09/03/2023 20:58:20;09/03/2023 20:58:56;4;4;4;3;4;3;10;0;0;0;0;5;5;;5;"There were no bubbles over the pedestrians to indicate their state."
5;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";3;"exploration";09/03/2023 20:59:33;09/03/2023 21:00:15;4;4;4;4;4;4;7;1;1;1;1;5;5;1;5;"N/A"
6;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";4;"exploration";09/03/2023 21:00:54;09/03/2023 21:01:25;5;5;5;5;5;4;5;2;2;2;2;5;6;;6;"N/A"
7;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";5;"exploration";09/03/2023 21:02:02;09/03/2023 21:02:30;4;4;4;4;4;4;7;1;1;1;1;5;5;;5;"N/A"
8;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";6;"exploitation";09/03/2023 21:03:30;09/03/2023 21:04:00;5;5;5;5;5;4;4;2;2;2;1;4;6;;6;"N/A"
9;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";7;"exploitation";09/03/2023 21:04:56;09/03/2023 21:05:24;5;5;5;5;5;5;4;2;2;2;2;4;6;1;6;"N/A"
10;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";8;"exploitation";09/03/2023 21:06:35;09/03/2023 21:07:05;5;5;5;5;5;5;4;2;2;2;2;4;6;;6;"N/A"
11;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";9;"exploitation";09/03/2023 21:08:11;09/03/2023 21:08:40;5;5;5;5;5;5;4;2;2;2;2;4;7;;7;"N/A"
12;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";10;"exploitation";09/03/2023 21:17:03;09/03/2023 21:17:31;5;5;5;5;5;5;4;2;2;2;2;4;7;;7;"N/A"
13;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";11;"exploitation";09/03/2023 21:18:31;09/03/2023 21:19:02;5;5;5;5;5;5;4;2;2;2;2;5;7;1;7;"N/A"
14;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";12;"exploitation";09/03/2023 21:20:10;09/03/2023 21:20:32;5;5;5;5;5;5;4;2;2;2;2;5;7;;7;"N/A"
15;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";13;"exploitation";09/03/2023 21:21:24;09/03/2023 21:21:52;5;5;5;5;5;5;4;2;2;2;2;5;7;;7;"N/A"
16;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";14;"exploitation";09/03/2023 21:22:53;09/03/2023 21:23:15;5;5;5;5;5;5;4;2;2;2;2;6;7;;7;"N/A"
17;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";15;"exploitation";09/03/2023 21:24:36;09/03/2023 21:25:03;5;5;5;5;5;5;4;3;3;3;3;6;7;;7;"N/A"
18;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";1;"";09/03/2023 21:34:13;09/03/2023 21:35:09;4;4;5;4;4;3;8;1;1;1;1;5;7;1;7;"The vehicle seemed to ignore a stop sign around halfway through. However, there were no other issues except that I wasn't able to tell when it was turning very well."
20;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";2;"";09/04/2023 22:42:05;09/04/2023 22:43:19;5;5;5;5;5;3;6;2;2;2;2;5;7;;7;"I think the car is very good at identifying people, but it failed to identify one stop sign and ran past it. Also, it would be nice to see intended turn signals and the right side mirror in this simulation."
22;"5E8F519FECA0A0229E496796";"GroupA";"GroupA_BO";3;"";09/06/2023 03:00:39;09/06/2023 03:01:23;5;5;5;5;5;5;5;2;2;2;2;5;7;;7;"N/A"
