response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"6400DD2B5B4A2803B2FCE1DC";"GroupE";"GroupE_BO";0;"";09/04/2023 21:24:40;09/04/2023 21:25:09;"23";2;4;2;"5";1;2;3;;4;4;4
