Hypervolume;Run;UserID;GroupID;LongitudinalID
55770.0;0;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
55770.0;1;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
55770.0;2;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
55770.0;3;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
55770.0;4;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
55770.0;5;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
55770.0;6;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
55770.0;7;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
55770.0;8;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
55770.0;9;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
67526.25;0;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
67526.25;0;6400DD2B5B4A2803B2FCE1DC;GroupE;GroupE_BO
