UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5809006B2A296E0001005451;1;GroupB;GroupB_No;0.75;1;0.28;0.75;0.85;0.31;0.75;0.15;0.75;0.63;0.75;0.48;0.75;0.56;0.56;0.75
5809006B2A296E0001005451;2;GroupB;GroupB_No;0.25;0.14;0.583;0.25;0.151;0.159;0.25;0.13;0.25;0.717;0.25;0.114;0.75;0.763;0.31;0.25
5809006B2A296E0001005451;3;GroupB;GroupB_No;0.75;1;0.197;0.75;0.96;0.272;0.75;0.114;0.75;0.667;0.75;0.573;0.75;0.582;0.558;0.75
5809006B2A296E0001005451;4;GroupB;GroupB_No;0.75;1;0.269;0.75;0.761;0.246;0.75;0.116;0.75;0.667;0.75;0.51;0.75;0.615;0.522;0.75
5809006B2A296E0001005451;5;GroupB;GroupB_No;0.75;1;0.263;0.75;0.876;0.243;0.75;0.116;0.75;0.667;0.75;0.504;0.75;0.619;0.517;0.75
5809006B2A296E0001005451;6;GroupB;GroupB_No;0.75;1;0.241;0.75;0.871;0.255;0.75;0.115;0.75;0.667;0.75;0.532;0.75;0.604;0.534;0.75
5809006B2A296E0001005451;7;GroupB;GroupB_No;0.75;1;0.233;0.75;0.857;0.258;0.75;0.115;0.75;0.667;0.75;0.54;0.75;0.6;0.539;0.75
5809006B2A296E0001005451;8;GroupB;GroupB_No;0.75;1;0.237;0.75;0.862;0.257;0.75;0.115;0.75;0.667;0.75;0.536;0.75;0.602;0.536;0.75
5809006B2A296E0001005451;9;GroupB;GroupB_No;0.75;1;0.238;0.75;0.863;0.256;0.75;0.115;0.75;0.667;0.75;0.534;0.75;0.603;0.536;0.75
5809006B2A296E0001005451;10;GroupB;GroupB_No;0.75;1;0.239;0.75;0.863;0.256;0.75;0.115;0.75;0.667;0.75;0.534;0.75;0.603;0.535;0.75
5809006B2A296E0001005451;11;GroupB;GroupB_No;0.75;1;0.239;0.75;0.863;0.255;0.75;0.115;0.75;0.667;0.75;0.533;0.75;0.603;0.535;0.75
5809006B2A296E0001005451;12;GroupB;GroupB_No;0.75;1;0.239;0.75;0.863;0.255;0.75;0.115;0.75;0.667;0.75;0.533;0.75;0.603;0.535;0.75
5809006B2A296E0001005451;1;GroupB;GroupB_No;0.75;1;0.239;0.75;0.863;0.255;0.75;0.115;0.75;0.667;0.75;0.533;0.75;0.603;0.535;0.75
5809006B2A296E0001005451;1;GroupB;GroupB_No;0.75;1;0.239;0.75;0.863;0.255;0.75;0.115;0.75;0.667;0.75;0.533;0.75;0.603;0.535;0.75
