Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;2.425882339477539;5C93325695153900102E948B;GroupE;GroupE_No
2;7.259118556976318;5C93325695153900102E948B;GroupE;GroupE_No
3;4.078887224197388;5C93325695153900102E948B;GroupE;GroupE_No
4;4.110412120819092;5C93325695153900102E948B;GroupE;GroupE_No
5;4.731678009033203;5C93325695153900102E948B;GroupE;GroupE_No
6;8.475946426391602;5C93325695153900102E948B;GroupE;GroupE_No
7;6.092251300811768;5C93325695153900102E948B;GroupE;GroupE_No
8;7.272889852523804;5C93325695153900102E948B;GroupE;GroupE_No
9;6.7786455154418945;5C93325695153900102E948B;GroupE;GroupE_No
10;13.038589477539062;5C93325695153900102E948B;GroupE;GroupE_No
