response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5E9310D77D6DC1000BAA5EE7";"GroupD";"GroupD_No";0;"";09/03/2023 21:32:23;09/03/2023 21:33:54;"28";1;4;2;"9";1;2;1;6;;5;5;5
