UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5F16F559325A640008BB9A07;1;GroupE;GroupE_No;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75
5F16F559325A640008BB9A07;2;GroupE;GroupE_No;0.25;0.1;0.1;0.25;0.109;0.263;0.75;0.2;0.25;0.949;0.25;0.779;0.25;0.122;0.791;0.25
5F16F559325A640008BB9A07;3;GroupE;GroupE_No;0.75;0.772;0.388;0.75;0.901;0.262;0.75;0.104;0.75;0.133;0.75;0.283;0.75;0.655;0.292;0.75
5F16F559325A640008BB9A07;4;GroupE;GroupE_No;0.75;0.542;0.282;0.75;0.613;0.277;0.75;0.123;0.75;0.44;0.75;0.458;0.25;0.383;0.482;0.75
5F16F559325A640008BB9A07;5;GroupE;GroupE_No;0.75;0.706;0.386;0.75;0.687;0.251;0.75;0.106;0.75;0.415;0.75;0.272;0.75;0.502;0.426;0.75
5F16F559325A640008BB9A07;6;GroupE;GroupE_No;0.75;0.573;0.283;0.25;0.801;0.289;0.75;0.123;0.75;0.166;0.75;0.464;0.25;0.488;0.37;0.75
5F16F559325A640008BB9A07;7;GroupE;GroupE_No;0.75;0.685;0.325;0.75;0.69;0.264;0.75;0.113;0.75;0.488;0.75;0.396;0.75;0.535;0.417;0.75
5F16F559325A640008BB9A07;8;GroupE;GroupE_No;0.75;0.627;0.309;0.75;0.755;0.276;0.75;0.118;0.75;0.26;0.25;0.421;0.75;0.504;0.391;0.75
5F16F559325A640008BB9A07;9;GroupE;GroupE_No;0.75;0.648;0.324;0.75;0.79;0.275;0.75;0.115;0.75;0.296;0.75;0.392;0.75;0.534;0.367;0.75
5F16F559325A640008BB9A07;10;GroupE;GroupE_No;0.75;0.54;0.269;0.25;0.755;0.367;0.75;0.127;0.75;0.202;0.75;0.489;0.25;0.343;0.445;0.25
5F16F559325A640008BB9A07;11;GroupE;GroupE_No;0.75;0.601;0.318;0.75;0.744;0.1;0.75;0.118;0.75;0.253;0.75;0.383;0.75;0.406;0.384;0.75
5F16F559325A640008BB9A07;12;GroupE;GroupE_No;0.75;0.601;0.318;0.75;0.744;0.1;0.75;0.118;0.75;0.253;0.75;0.383;0.75;0.406;0.384;0.75
