Group ID; User ID; Iteration; X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
5ED68CAC121A540DFB82F4EA;GroupE;5;1628;934;0.6361488;0.6489078;0.6361488;0.6489078;553.5;0.159396;False;09/04/2023 18:20:28:317;1693876828317;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
5ED68CAC121A540DFB82F4EA;GroupE;5;1628;934;0.6361386;0.6489019;0.6343444;0.6471235;556.4;0.17283;False;09/04/2023 18:20:28:354;1693876828354;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
5ED68CAC121A540DFB82F4EA;GroupE;5;1627;934;0.6359154;0.6487646;0.6276044;0.6400556;559.1;0.1730334;False;09/04/2023 18:20:28:394;1693876828394;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
5ED68CAC121A540DFB82F4EA;GroupE;5;1627;934;0.6357207;0.648647;0.6268822;0.639429;558.0;0.1586792;False;09/04/2023 18:20:28:430;1693876828430;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
5ED68CAC121A540DFB82F4EA;GroupE;5;1626;933;0.6351666;0.6483086;0.6193444;0.6316496;556.9;0.1587741;False;09/04/2023 18:20:28:461;1693876828461;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
5ED68CAC121A540DFB82F4EA;GroupE;5;1618;930;0.6322946;0.6465073;0.6006188;0.6123074;559.0;0.1534615;False;09/04/2023 18:20:28:498;1693876828498;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
5ED68CAC121A540DFB82F4EA;GroupE;5;1618;930;0.6322536;0.6464744;0.6265908;0.639128;561.6;0.1487027;False;09/04/2023 18:20:28:557;1693876828557;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
5ED68CAC121A540DFB82F4EA;GroupE;5;1618;930;0.632229;0.6464576;0.6243877;0.63691;564.0;0.1487047;False;09/04/2023 18:20:28:590;1693876828590;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
5ED68CAC121A540DFB82F4EA;GroupE;5;1615;929;0.6309078;0.6455958;0.60701;0.6188701;563.5;0.1503627;False;09/04/2023 18:20:28:627;1693876828627;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
5ED68CAC121A540DFB82F4EA;GroupE;5;1612;928;0.6297017;0.6448006;0.6037062;0.6154379;563.1;0.1503358;False;09/04/2023 18:20:28:657;1693876828657;Box Collider1625 hit: (Untagged/SpawnPoint (Path 1)) | Box Collider1927 hit: (Untagged/SpawnPoint (Path 1));
