Hypervolume;Run;UserID;GroupID;LongitudinalID
53130.0;0;60171C9B1A726593103182B3;GroupE;GroupE_No
53130.0;1;60171C9B1A726593103182B3;GroupE;GroupE_No
53130.0;2;60171C9B1A726593103182B3;GroupE;GroupE_No
53130.0;3;60171C9B1A726593103182B3;GroupE;GroupE_No
53130.0;4;60171C9B1A726593103182B3;GroupE;GroupE_No
53130.0;5;60171C9B1A726593103182B3;GroupE;GroupE_No
53130.0;6;60171C9B1A726593103182B3;GroupE;GroupE_No
53130.0;7;60171C9B1A726593103182B3;GroupE;GroupE_No
53130.0;8;60171C9B1A726593103182B3;GroupE;GroupE_No
53130.0;9;60171C9B1A726593103182B3;GroupE;GroupE_No
