response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";1;"exploration";09/04/2023 19:45:38;09/04/2023 19:46:18;5;5;5;4;5;5;1;1;2;2;2;6;6;;7;"N/A"
4;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";2;"exploration";09/04/2023 19:46:58;09/04/2023 19:47:57;4;4;4;2;4;4;6;1;2;2;2;5;6;;6;"N/A"
5;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";3;"exploration";09/04/2023 19:48:35;09/04/2023 19:49:21;4;4;5;4;4;2;1;1;2;2;2;3;4;1;4;"Too few indicators"
6;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";4;"exploration";09/04/2023 19:50:00;09/04/2023 19:50:43;5;5;5;5;5;5;1;2;3;3;2;7;7;;7;"Very clear feedback on what is going on"
7;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";5;"exploration";09/04/2023 19:51:21;09/04/2023 19:52:00;4;5;5;5;4;5;3;2;2;3;3;6;5;;5;"Would have prefered to have pedestrians outlined in red"
8;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";6;"exploitation";09/04/2023 19:53:31;09/04/2023 19:54:19;4;4;4;4;4;5;5;2;2;3;1;4;3;;4;"The blue balls in the sky add a little too much.. it is hard to keep track of what is going on"
9;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";7;"exploitation";09/04/2023 19:55:09;09/04/2023 19:56:06;4;4;4;5;4;5;5;2;2;3;3;6;6;1;5;"Much better information shown; probably the best. Maybe make the route displayed more clearly though so we know where exactly the vehicle wants to go."
10;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";8;"exploitation";09/04/2023 19:56:55;09/04/2023 19:57:34;3;4;4;5;4;4;4;1;2;2;2;4;5;;5;"Prefer having pedestrians outlined in red."
11;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";9;"exploitation";09/04/2023 19:58:29;09/04/2023 19:59:07;4;5;5;5;4;5;3;2;2;3;3;7;7;;7;"Perfect! Just a little bit longer driving lines to know where the vehicle wants to go."
12;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";10;"exploitation";09/04/2023 19:59:58;09/04/2023 20:00:27;5;5;5;5;5;5;1;3;3;3;3;7;7;;7;"Excellent!"
13;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";1;"";09/04/2023 20:07:01;09/04/2023 20:07:56;3;3;2;3;4;2;12;-1;-1;0;-1;4;5;;5;"The vehicle ran through a stop sign. Visuals were good, just prefer longer trajectory lines to know where the vehicle is going to go."
15;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";2;"";09/06/2023 02:07:57;09/06/2023 02:09:36;4;4;3;5;4;4;1;2;1;2;2;6;5;;6;"N/A"
17;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";3;"";09/08/2023 16:38:10;09/08/2023 16:38:50;5;4;4;5;4;5;1;2;2;2;2;7;7;;7;"N/A"
