Hypervolume;Run;UserID;GroupID;LongitudinalID
22815.0;0;610F08F3D1314C14931E2829;GroupE;GroupE_BO
22815.0;1;610F08F3D1314C14931E2829;GroupE;GroupE_BO
22815.0;2;610F08F3D1314C14931E2829;GroupE;GroupE_BO
22815.0;3;610F08F3D1314C14931E2829;GroupE;GroupE_BO
22815.0;4;610F08F3D1314C14931E2829;GroupE;GroupE_BO
22815.0;5;610F08F3D1314C14931E2829;GroupE;GroupE_BO
22815.0;6;610F08F3D1314C14931E2829;GroupE;GroupE_BO
22815.0;7;610F08F3D1314C14931E2829;GroupE;GroupE_BO
22815.0;8;610F08F3D1314C14931E2829;GroupE;GroupE_BO
22815.0;9;610F08F3D1314C14931E2829;GroupE;GroupE_BO
79532.75;0;610F08F3D1314C14931E2829;GroupE;GroupE_BO
84212.75;0;610F08F3D1314C14931E2829;GroupE;GroupE_BO
91196.1875;0;610F08F3D1314C14931E2829;GroupE;GroupE_BO
