UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
5E6AF189BDAA1A0B355F63AE;1;GroupB;GroupB_No;0.75;0.59;0.42;0.75;0.62;0.4;0.75;0.16;0.75;0.76;0.75;1;0.75;0.48;0.36;0.75
5E6AF189BDAA1A0B355F63AE;2;GroupB;GroupB_No;0.25;0.144;0.582;0.25;0.153;0.158;0.25;0.13;0.25;0.715;0.25;0.107;0.75;0.764;0.312;0.25
5E6AF189BDAA1A0B355F63AE;3;GroupB;GroupB_No;0.75;0.669;0.29;0.75;0.695;0.31;0.75;0.115;0.75;0.787;0.75;1;0.75;0.52;0.427;0.75
5E6AF189BDAA1A0B355F63AE;4;GroupB;GroupB_No;0.75;0.596;0.328;0.75;0.625;0.288;0.75;0.117;0.75;0.781;0.75;1;0.75;0.55;0.41;0.75
5E6AF189BDAA1A0B355F63AE;5;GroupB;GroupB_No;0.75;0.651;0.299;0.75;0.678;0.304;0.75;0.116;0.75;0.785;0.75;1;0.75;0.528;0.422;0.75
5E6AF189BDAA1A0B355F63AE;6;GroupB;GroupB_No;0.75;0.609;0.321;0.75;0.637;0.292;0.75;0.117;0.75;0.782;0.75;1;0.75;0.545;0.413;0.75
5E6AF189BDAA1A0B355F63AE;7;GroupB;GroupB_No;0.75;0.621;0.315;0.75;0.649;0.296;0.75;0.116;0.75;0.783;0.75;1;0.75;0.54;0.415;0.75
5E6AF189BDAA1A0B355F63AE;8;GroupB;GroupB_No;0.75;0.626;0.313;0.75;0.653;0.297;0.75;0.116;0.75;0.783;0.75;1;0.75;0.538;0.417;0.75
5E6AF189BDAA1A0B355F63AE;9;GroupB;GroupB_No;0.75;0.623;0.314;0.75;0.651;0.296;0.75;0.116;0.75;0.783;0.75;1;0.75;0.539;0.416;0.75
5E6AF189BDAA1A0B355F63AE;10;GroupB;GroupB_No;0.75;0.62;0.315;0.75;0.648;0.295;0.75;0.116;0.75;0.783;0.75;1;0.75;0.54;0.415;0.75
5E6AF189BDAA1A0B355F63AE;11;GroupB;GroupB_No;0.75;0.662;0.293;0.75;0.688;0.309;0.75;0.115;0.75;0.786;0.75;1;0.75;0.522;0.426;0.75
5E6AF189BDAA1A0B355F63AE;12;GroupB;GroupB_No;0.75;0.662;0.293;0.75;0.688;0.309;0.75;0.115;0.75;0.786;0.75;1;0.75;0.522;0.426;0.75
5E6AF189BDAA1A0B355F63AE;1;GroupB;GroupB_No;0.75;0.662;0.293;0.75;0.688;0.309;0.75;0.115;0.75;0.786;0.75;1;0.75;0.522;0.426;0.75
5E6AF189BDAA1A0B355F63AE;1;GroupB;GroupB_No;0.75;0.662;0.293;0.75;0.688;0.309;0.75;0.115;0.75;0.786;0.75;1;0.75;0.522;0.426;0.75
5E6AF189BDAA1A0B355F63AE;1;GroupB;GroupB_No;0.75;0.662;0.293;0.75;0.688;0.309;0.75;0.115;0.75;0.786;0.75;1;0.75;0.522;0.426;0.75
