response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"6273173C798A3E4BE8C46E30";"GroupD";"GroupD_No";0;"";09/02/2023 17:45:36;09/02/2023 17:47:17;"47";2;3;3;"31";2;5;6;;3;3;4
