response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5F87D9BFC31A1322CFC32CBD";"GroupC";"GroupC_No";0;"";09/03/2023 20:34:23;09/03/2023 20:35:20;"38";1;4;4;"20";2;4;3;4;6;;4;3;5
