response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;Expectation_1;ExpectationFeedback_2;Satisfaction_1;SatisfactionFeedback_2;Confidence_1;Agency_1;Ownership_1;Interactivity_1
15;5D3522B6EAC3D50017DF02CB;GroupE;GroupE_BO;1;;09/05/2023 21:32:28;09/05/2023 21:36:03;3;N/A;4;N/A;2;3;2;N/A
17;5D3522B6EAC3D50017DF02CB;GroupE;GroupE_BO;2;;09/08/2023 21:24:47;09/09/2023 04:07:25;5;N/A;5;N/A;4;5;4;N/A
18;5D3522B6EAC3D50017DF02CB;GroupE;GroupE_BO;3;;09/10/2023 10:10:22;09/10/2023 10:12:28;6;N/A;7;N/A;6;6;5;N/A
