response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"637D6669AA19AB882DDD48D7";"GroupE";"GroupE_No";0;"";09/06/2023 00:10:57;09/06/2023 00:11:38;"48";2;4;4;"28";1;4;2;3;4;5;6;;5;5;5
