response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"6018A5C0E1600B187CCB8693";"GroupA";"GroupA_BO";0;"";09/04/2023 19:40:10;09/04/2023 19:41:22;"25";2;4;3;"7 years";2;2;1;2;4;6;;5;4;4
