response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"64D5C0616DEAF5E19F194F0B";"GroupA";"GroupA_BO";0;"";09/04/2023 19:23:08;09/04/2023 19:25:15;"56";2;4;3;"31";1;2;3;4;5;6;;4;4;4
