response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";1;"exploration";09/02/2023 17:05:49;09/02/2023 17:06:39;4;4;4;5;4;5;8;-1;1;1;1;5;6;;6;"N/A"
4;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";2;"exploitation";09/02/2023 17:07:41;09/02/2023 17:08:29;4;4;4;5;4;5;7;-1;1;2;2;5;4;;4;"N/A"
5;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";3;"exploitation";09/02/2023 17:09:19;09/02/2023 17:10:13;5;4;5;5;4;4;4;1;1;1;1;6;6;1;6;"N/A"
6;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";4;"exploitation";09/02/2023 17:10:57;09/02/2023 17:11:48;4;4;4;5;4;4;4;-1;0;1;1;5;6;;5;"N/A"
7;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";5;"exploitation";09/02/2023 17:12:38;09/02/2023 17:13:17;4;4;4;5;4;5;4;1;1;1;1;5;6;;6;"N/A"
8;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";6;"exploitation";09/02/2023 17:14:22;09/02/2023 17:15:07;4;4;4;5;4;4;3;1;1;2;2;5;6;;6;"N/A"
9;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";7;"exploitation";09/02/2023 17:15:56;09/02/2023 17:16:47;4;4;4;5;3;5;3;0;0;1;1;5;5;1;5;"N/A"
10;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";8;"exploitation";09/02/2023 17:17:34;09/02/2023 17:18:11;4;4;4;5;4;5;4;1;1;1;1;5;6;;6;"N/A"
11;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";9;"exploitation";09/02/2023 17:18:58;09/02/2023 17:19:41;4;4;4;5;4;5;4;2;2;2;2;6;6;;6;"N/A"
12;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";10;"exploitation";09/02/2023 17:20:29;09/02/2023 17:21:22;5;5;5;5;5;5;1;3;2;3;3;7;7;;7;"N/A"
13;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";11;"exploitation";09/02/2023 17:22:25;09/02/2023 17:23:18;5;5;5;5;5;1;2;3;3;3;3;7;7;1;7;"N/A"
14;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";1;"";09/02/2023 17:29:45;09/02/2023 17:31:23;4;4;3;4;4;2;6;0;1;1;1;5;6;;6;"There were no lane change or turn indicators which made it hard to know which direction the car would go next"
16;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";2;"";09/04/2023 03:31:55;09/04/2023 03:33:17;4;4;4;4;4;4;3;1;1;2;2;5;6;;6;"N/A"
18;"5FC5D5A9E27B9C167634B709";"GroupB";"GroupB_BO";3;"";09/06/2023 01:50:21;09/06/2023 01:50:53;4;4;4;4;5;4;2;1;2;2;2;5;6;;6;"N/A"
