Hypervolume;Run;UserID;GroupID;LongitudinalID
2184.0;0;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
2184.070068359375;1;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
2184.228515625;2;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
2184.49169921875;3;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
2184.79150390625;4;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
2188.21044921875;5;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
2188.21044921875;6;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
2188.21044921875;7;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
2188.21044921875;8;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
2188.21044921875;9;614E6F4F00A9E94B123316D3;GroupB;GroupB_No
