response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5D8A64630FFB9C001746CA2C";"GroupF";"GroupF_BO";0;"";09/05/2023 18:03:56;09/05/2023 18:05:59;"64";2;5;3;"46";1;5;1;2;6;;4;4;5
