Hypervolume;Run;UserID;GroupID;LongitudinalID
43200.0;0;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
43200.0;1;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
43200.0;2;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
43200.0;3;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
43200.0;4;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
43200.0;5;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
43200.0;6;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
43200.0;7;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
43200.0;8;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
43200.0;9;63D68E4F60C155F4F1FD9681;GroupE;GroupE_No
