UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
64135E3D9CD5E3F16290D29C;1;GroupA;GroupA_No;0.25;0.432;0.452;0.25;0.675;0.362;0.75;0.107;0.25;0.413;0.75;0.296;0.25;0.476;0.343;0.25
64135E3D9CD5E3F16290D29C;2;GroupA;GroupA_No;0.25;0.637;0.464;0.25;0.884;0.234;0.25;0.17;0.25;0.927;0.75;0.578;0.25;0.665;0.532;0.25
64135E3D9CD5E3F16290D29C;3;GroupA;GroupA_No;0.25;0.728;0.363;0.75;0.251;0.321;0.25;0.198;0.25;0.78;0.75;0.912;0.25;0.429;0.237;0.75
64135E3D9CD5E3F16290D29C;4;GroupA;GroupA_No;0.75;0.388;0.534;0.75;0.322;0.148;0.75;0.188;0.75;0.568;0.25;0.573;0.25;0.806;0.572;0.75
64135E3D9CD5E3F16290D29C;5;GroupA;GroupA_No;0.75;0.296;0.516;0.75;0.484;0.509;0.75;0.103;0.25;0.486;0.25;0.614;0.25;0.759;0.766;0.75
64135E3D9CD5E3F16290D29C;6;GroupA;GroupA_No;0.25;0.383;0.451;0.25;0.613;0.391;0.75;0.1;0.25;0.308;0.75;0.244;0.25;0.443;0.312;0.75
64135E3D9CD5E3F16290D29C;7;GroupA;GroupA_No;0.75;0.348;0.536;0.75;0.276;0.199;0.75;0.176;0.75;0.507;0.25;0.581;0.75;0.806;0.598;0.75
64135E3D9CD5E3F16290D29C;8;GroupA;GroupA_No;0.25;0.49;0.45;0.25;0.757;0.334;0.75;0.107;0.25;0.503;0.75;0.345;0.25;0.506;0.365;0.25
64135E3D9CD5E3F16290D29C;9;GroupA;GroupA_No;0.75;0.389;0.513;0.75;0.224;0.19;0.75;0.19;0.75;0.553;0.25;0.632;0.25;0.756;0.545;0.75
64135E3D9CD5E3F16290D29C;10;GroupA;GroupA_No;0.75;0.354;0.556;0.75;0.382;0.149;0.75;0.176;0.75;0.534;0.25;0.521;0.75;0.856;0.622;0.75
64135E3D9CD5E3F16290D29C;11;GroupA;GroupA_No;0.75;0.347;0.553;0.75;0.394;0.191;0.75;0.19;0.75;0.473;0.25;0.521;0.75;0.845;0.612;0.75
64135E3D9CD5E3F16290D29C;12;GroupA;GroupA_No;0.75;0.379;0.543;0.75;0.316;0.118;0.75;0.164;0.75;0.582;0.25;0.562;0.75;0.829;0.598;0.75
64135E3D9CD5E3F16290D29C;13;GroupA;GroupA_No;0.75;0.374;0.53;0.75;0.367;0.179;0.75;0.176;0.75;0.629;0.25;0.578;0.25;0.809;0.669;0.75
64135E3D9CD5E3F16290D29C;14;GroupA;GroupA_No;0.75;0.332;0.534;0.75;0.364;0.184;0.75;0.177;0.75;0.639;0.25;0.555;0.75;0.814;0.638;0.75
64135E3D9CD5E3F16290D29C;15;GroupA;GroupA_No;0.75;0.287;0.537;0.75;0.377;0.175;0.75;0.177;0.75;0.635;0.25;0.547;0.75;0.828;0.578;0.75
64135E3D9CD5E3F16290D29C;16;GroupA;GroupA_No;0.75;0.287;0.537;0.75;0.377;0.175;0.75;0.177;0.75;0.635;0.25;0.547;0.75;0.828;0.578;0.75
64135E3D9CD5E3F16290D29C;1;GroupA;GroupA_No;0.75;0.287;0.537;0.75;0.377;0.175;0.75;0.177;0.75;0.635;0.25;0.547;0.75;0.828;0.578;0.75
64135E3D9CD5E3F16290D29C;1;GroupA;GroupA_No;0.75;0.287;0.537;0.75;0.377;0.175;0.75;0.177;0.75;0.635;0.25;0.547;0.75;0.828;0.578;0.75
