response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"6333926E48C34A5D39353558";"GroupC";"GroupC_No";0;"";09/04/2023 00:49:50;09/04/2023 00:50:53;"43";2;5;4;"27";1;3;1;4;6;;4;5;5
