response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"Aesthetics_1";"Acceptance_1";"AttentionCheck_1";"Acceptance_2";"TextInput_1"
3;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";1;"exploration";09/03/2023 19:56:32;09/03/2023 19:57:30;5;5;4;4;4;4;12;3;3;3;3;7;7;;7;"None, thank you!"
4;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";2;"exploitation";09/03/2023 19:59:16;09/03/2023 20:00:09;3;4;3;4;4;4;10;3;3;3;3;7;7;;7;"None, thank you!"
5;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";3;"exploitation";09/03/2023 20:01:02;09/03/2023 20:01:56;4;4;4;4;4;4;10;3;3;3;3;7;7;1;7;"None, thank you!"
6;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";4;"exploitation";09/03/2023 20:02:44;09/03/2023 20:03:29;4;4;4;4;4;4;10;3;3;3;3;7;7;;7;"None, thank you!"
7;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";5;"exploitation";09/03/2023 20:04:19;09/03/2023 20:04:53;3;4;3;4;3;3;10;3;3;3;3;7;7;;7;"None, thank you!"
8;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";6;"exploitation";09/03/2023 20:05:45;09/03/2023 20:06:23;4;4;3;4;4;4;10;3;3;3;3;7;7;;7;"None, thank you!"
9;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";7;"exploitation";09/03/2023 20:07:24;09/03/2023 20:08:03;4;4;4;4;4;4;10;3;3;3;3;7;7;1;7;"None, thank you!"
10;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";8;"exploitation";09/03/2023 20:08:54;09/03/2023 20:09:30;4;4;3;4;4;3;10;3;3;3;3;7;7;;7;"None, thank you!"
11;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";9;"exploitation";09/03/2023 20:10:26;09/03/2023 20:10:57;4;4;4;4;4;4;10;3;3;3;3;7;7;;7;"None, thank you!"
12;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";10;"exploitation";09/03/2023 20:11:54;09/03/2023 20:12:26;5;5;5;5;5;5;10;3;3;3;3;7;7;;7;"None, thank you!"
13;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";11;"exploitation";09/03/2023 20:13:38;09/03/2023 20:14:17;4;4;4;4;4;4;10;3;3;3;3;7;7;1;7;"None, thank you!"
14;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";1;"";09/03/2023 20:17:20;09/03/2023 20:18:22;1;1;1;1;1;1;15;-3;-3;-3;-3;4;4;;1;"None, thank you!"
16;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";2;"";09/04/2023 20:23:50;09/04/2023 20:24:47;2;2;1;1;2;2;15;-3;-3;-3;-3;3;3;;3;"None, thank you!"
17;"5D7FD2A5987F70001602D95B";"GroupE";"GroupE_No";3;"";09/05/2023 20:38:06;09/05/2023 20:38:41;1;2;2;2;1;2;18;-3;-3;-3;-3;2;2;;2;"None, thank you!"
