response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Trust_1";"Trust_2";"Understanding_1";"Understanding_2";"Understanding_3";"Understanding_4";"MentalLoad_1";"PerceivedSafety_1";"PerceivedSafety_2";"PerceivedSafety_3";"PerceivedSafety_4";"TextInput_1"
2;"63D40E1748DF54E627F3022B";"GroupD";"GroupD_No";0;"edit";09/03/2023 20:25:25;09/03/2023 20:26:28;4;4;4;2;4;2;15;-2;-2;-2;-1;"The experience was unique, I was inmersed in the driving simulation."
3;"63D40E1748DF54E627F3022B";"GroupD";"GroupD_No";1;"";09/03/2023 20:29:28;09/03/2023 20:30:41;4;4;4;4;4;3;15;-2;-2;-2;1;"I really enjoy the experience."
