response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"63D40E1748DF54E627F3022B";"GroupD";"GroupD_No";0;"";09/03/2023 20:21:35;09/03/2023 20:22:22;"43";2;4;3;"20";2;1;1;3;5;6;;4;4;4
