response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"638FDF87700DD1228BADE2E1";"GroupA";"GroupA_No";0;"";09/05/2023 22:12:48;09/05/2023 22:13:43;"69";2;5;4;"40";1;5;1;2;3;4;5;6;;5;5;5
