UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
0F;1;GroupE;GroupE_No;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75
0F;2;GroupE;GroupE_No;0.25;0.1;0.114;0.25;0.152;0.263;0.75;0.197;0.25;0.905;0.25;0.752;0.25;0.148;0.765;0.25
0F;3;GroupE;GroupE_No;0.75;0.686;0.347;0.75;0.785;0.271;0.75;0.108;0.75;0.261;0.75;0.352;0.75;0.533;0.371;0.75
0F;4;GroupE;GroupE_No;0.75;0.607;0.315;0.75;0.699;0.269;0.75;0.121;0.75;0.347;0.75;0.403;0.75;0.478;0.423;0.75
0F;5;GroupE;GroupE_No;0.75;0.615;0.294;0.25;0.76;0.233;0.75;0.106;0.75;0.276;0.75;0.459;0.25;0.564;0.391;0.75
0F;6;GroupE;GroupE_No;0.75;0.681;0.367;0.75;0.73;0.304;0.75;0.122;0.75;0.325;0.75;0.299;0.75;0.454;0.4;0.75
0F;7;GroupE;GroupE_No;0.75;0.586;0.306;0.75;0.754;0.25;0.75;0.102;0.75;0.277;0.75;0.367;0.75;0.569;0.399;0.75
0F;8;GroupE;GroupE_No;0.75;0.715;0.36;0.75;0.733;0.293;0.25;0.127;0.75;0.329;0.75;0.381;0.25;0.44;0.393;0.75
0F;9;GroupE;GroupE_No;0.75;0.774;0.322;0.75;0.733;0.252;0.75;0.114;0.75;0.336;0.75;0.514;0.25;0.467;0.386;0.75
0F;10;GroupE;GroupE_No;0.75;0.535;0.338;0.75;0.748;0.288;0.75;0.114;0.75;0.279;0.75;0.243;0.75;0.54;0.408;0.75
0F;11;GroupE;GroupE_No;0.75;0.524;0.396;0.75;0.827;0.307;0.75;0.122;0.75;0.19;0.75;0.343;0.25;0.517;0.372;0.25
0F;12;GroupE;GroupE_No;0.75;0.524;0.396;0.75;0.827;0.307;0.75;0.122;0.75;0.19;0.75;0.343;0.25;0.517;0.372;0.25
