Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;28.44942879676819;62D76C12D098BF4DECD10802;GroupA;GroupA_No
2;12.106279611587524;62D76C12D098BF4DECD10802;GroupA;GroupA_No
3;20.089725971221924;62D76C12D098BF4DECD10802;GroupA;GroupA_No
4;39.17888402938843;62D76C12D098BF4DECD10802;GroupA;GroupA_No
5;38.67279672622681;62D76C12D098BF4DECD10802;GroupA;GroupA_No
6;32.53981971740723;62D76C12D098BF4DECD10802;GroupA;GroupA_No
7;37.6435272693634;62D76C12D098BF4DECD10802;GroupA;GroupA_No
8;20.37679696083069;62D76C12D098BF4DECD10802;GroupA;GroupA_No
9;40.42964267730713;62D76C12D098BF4DECD10802;GroupA;GroupA_No
10;40.78742074966431;62D76C12D098BF4DECD10802;GroupA;GroupA_No
