Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;1.7888400554656982;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
2;4.058874845504761;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
3;3.286494255065918;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
4;6.743492126464844;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
5;3.8069162368774414;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
6;7.131972789764404;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
7;5.502212047576904;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
8;7.002160549163818;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
1;39.610278844833374;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
1;25.957965850830078;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
1;17.833927392959595;627BBDCBF1475A64687A8CEC;GroupB;GroupB_BO
