Hypervolume;Run;UserID;GroupID;LongitudinalID
3.767056465148926;0;62D76C12D098BF4DECD10802;GroupA;GroupA_No
3.767056465148926;1;62D76C12D098BF4DECD10802;GroupA;GroupA_No
3.767056465148926;2;62D76C12D098BF4DECD10802;GroupA;GroupA_No
3.978435516357422;3;62D76C12D098BF4DECD10802;GroupA;GroupA_No
4.589181423187256;4;62D76C12D098BF4DECD10802;GroupA;GroupA_No
4.589181423187256;5;62D76C12D098BF4DECD10802;GroupA;GroupA_No
4.589181423187256;6;62D76C12D098BF4DECD10802;GroupA;GroupA_No
4.589181423187256;7;62D76C12D098BF4DECD10802;GroupA;GroupA_No
4.589181423187256;8;62D76C12D098BF4DECD10802;GroupA;GroupA_No
4.589181423187256;9;62D76C12D098BF4DECD10802;GroupA;GroupA_No
