response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"634727CAA60D531CE868AD44";"GroupD";"GroupD_No";0;"";09/02/2023 17:10:23;09/02/2023 17:11:27;"21";3;4;5;"0";6;1;1;2;4;6;;4;2;4
