Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;15.757837057113647;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
2;70.66624188423157;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
3;28.98804473876953;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4;57.951884508132935;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
5;26.44491171836853;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
6;43.457125663757324;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
7;25.85906195640564;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
8;36.373698472976685;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
9;26.312580108642578;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
10;33.44624710083008;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
1;175.3135998249054;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
