Hypervolume;Run;UserID;GroupID;LongitudinalID
0.0;0;5809006B2A296E0001005451;GroupB;GroupB_No
0.0;1;5809006B2A296E0001005451;GroupB;GroupB_No
6.96881103515625;2;5809006B2A296E0001005451;GroupB;GroupB_No
12.383041381835938;3;5809006B2A296E0001005451;GroupB;GroupB_No
14.353070259094238;4;5809006B2A296E0001005451;GroupB;GroupB_No
22.615131378173828;5;5809006B2A296E0001005451;GroupB;GroupB_No
28.947368621826172;6;5809006B2A296E0001005451;GroupB;GroupB_No
38.596492767333984;7;5809006B2A296E0001005451;GroupB;GroupB_No
38.596492767333984;8;5809006B2A296E0001005451;GroupB;GroupB_No
38.596492767333984;9;5809006B2A296E0001005451;GroupB;GroupB_No
