response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5F5AA60BEF062519FF711FE6";"GroupD";"GroupD_No";0;"";09/03/2023 21:45:11;09/03/2023 21:45:48;"21";2;4;2;"4";3;3;3;6;;3;3;5
