response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Comprehension_1";"Comprehension_2";"Comprehension_3";"Understanding_1"
2;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";1;"";09/04/2023 00:37:21;09/04/2023 00:37:51;4;3;1;1
