response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"597FE89A1B41A20001749F57";"GroupB";"GroupB_No";0;"";09/04/2023 00:33:29;09/04/2023 00:34:28;"45";1;4;3;"30";1;1;3;6;;3;4;4
