UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
627BBDCBF1475A64687A8CEC;1;GroupB;GroupB_BO;0.75;1;0.6;0.75;1;0.6;0.75;0.2;0.75;0.45;0.75;1;0.75;1;0.8;0.75
627BBDCBF1475A64687A8CEC;2;GroupB;GroupB_BO;0.25;0.15;0.579;0.25;0.159;0.16;0.25;0.13;0.25;0.716;0.25;0.118;0.75;0.761;0.313;0.25
627BBDCBF1475A64687A8CEC;3;GroupB;GroupB_BO;0.75;1;0.386;0.75;1;0.412;0.75;0.118;0.75;0.493;0.75;1;0.75;0.948;0.695;0.75
627BBDCBF1475A64687A8CEC;4;GroupB;GroupB_BO;0.75;1;0.416;0.75;1;0.386;0.75;0.122;0.75;0.524;0.75;1;0.75;1;0.663;0.75
627BBDCBF1475A64687A8CEC;5;GroupB;GroupB_BO;0.75;1;0.419;0.75;0.976;0.374;0.75;0.127;0.75;0.614;0.75;0.929;0.75;1;0.636;0.75
627BBDCBF1475A64687A8CEC;6;GroupB;GroupB_BO;0.75;1;0.377;0.75;1;0.429;0.75;0.113;0.75;0.397;0.75;1;0.75;1;0.728;0.75
627BBDCBF1475A64687A8CEC;7;GroupB;GroupB_BO;0.75;0.982;0.357;0.75;1;0.42;0.75;0.122;0.75;0.555;0.75;1;0.75;1;0.698;0.75
627BBDCBF1475A64687A8CEC;8;GroupB;GroupB_BO;0.75;1;0.448;0.75;1;0.376;0.75;0.119;0.75;0.467;0.75;1;0.75;1;0.656;0.75
627BBDCBF1475A64687A8CEC;9;GroupB;GroupB_BO;0.75;1;0.485;0.75;1;0.343;0.75;0.121;0.75;0.46;0.75;1;0.75;1;0.618;0.75
627BBDCBF1475A64687A8CEC;11;GroupB;GroupB_BO;0.75;0.874;0.121;0.75;1;0.374;0.75;0.112;0.75;0.731;0.75;1;0.75;1;0.703;0.75
627BBDCBF1475A64687A8CEC;2;GroupB;GroupB_BO;0.75;1;0.1;0.75;1;0.337;0.75;0.127;0.75;0.469;0.75;1;0.75;1;0.534;0.75
627BBDCBF1475A64687A8CEC;2;GroupB;GroupB_BO;0.75;0.969;0.1;0.75;1;0.283;0.75;0.113;0.75;0.495;0.75;1;0.75;1;0.365;0.75
