response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"5720A9F6FD3A5200113C1891";"GroupF";"GroupF_BO";0;"";09/06/2023 18:12:40;09/06/2023 18:14:15;"52";1;3;3;"25";2;2;6;;3;3;4
