response_id;user_id;group_id;longitudinal_id;run;phase;started;finished;"Age";"Gender";"Education";"Job";"License";"DrivingFrequency";"Distance";"Activity_1";"Interest_1";"Interest_2";"Interest_3"
1;"62A885D5B6AF18B3D4579E1B";"GroupE";"GroupE_BO";0;"";09/03/2023 22:35:32;09/03/2023 22:36:11;"30";2;4;3;"14";1;2;3;4;5;6;;5;5;5
