Hypervolume;Run
0.0;0
3.508772134780884;1
3.764619827270508;2
4.1496710777282715;3
4.252010345458984;4
4.376279354095459;5
4.3852338790893555;6
4.533260345458984;7
4.661184310913086;8
5.072368621826172;9
1200.0;0
1200.0;0
